,dias_cursado,semestre_año,nota_final_materia,fecha_mesa_epoch,nombre_examen,nota_parcial,id_tarea,nombre_de_la_tarea,fecha_creacion_tarea,vencimiento_tarea,apertura_tarea,cierre_tarea,puntos_posibles,nombre_entrega,id_entrega_tarea,puntaje,formato_entrega,fecha_entrega,fecha_correccion,id_usuario,id_curso,nombre_curso,legajo
310,41,1-2022,9.0,2022-06-08,SEGUNDO PARCIAL(20),8.0,195817.0,Trabajo Práctico 3 [TP3],2022-02-24,2022-06-07,2022-03-21,2022-06-07,100.0,Trabajo Práctico 3 [TP3],50183815-37fe-4698-976c-9808d074a946,100.0,online_upload,2022-06-07,2022-06-10,89bebb35-6678-403c-9d06-6c958423561d,ce5f22a0-4293-4ea0-8c7c-fda7b961e965,Total mobile matrices,848392KOJ
311,29,1-2022,7.0,2022-06-06,PRIMER PARCIAL(20),7.0,209578.0,Actividad Práctica Integradora 1 [API1],2022-04-20,2022-06-06,2022-05-23,2022-06-06,100.0,Actividad Práctica Integradora 1 [API1],f238fae4-71bc-49b5-b82d-9c1fb4fe505e,100.0,external_tool,2022-06-06,2022-06-06,0f58fa3f-0015-4064-99d9-ad9cb96b8fe6,70702c6e-4a91-47f8-85b9-9ed7c888fe87,Multi-channeled user-facing architecture,303555JEN
312,29,1-2022,8.0,2022-06-06,PRIMER PARCIAL(20),8.0,211321.0,Actividad Práctica Integradora 1 [API1],2022-04-20,2022-06-06,2022-05-23,2022-06-06,100.0,Actividad Práctica Integradora 1 [API1],fb1b196f-4888-4abd-ba23-808a67f6d7f7,100.0,external_tool,2022-06-05,2022-06-05,3ae8fd96-f2b2-4d52-a46a-cf75fef33f51,bb186d37-9048-43f2-8f3d-1dcc8a87c4f3,Multi-layered encompassing matrices,893977AMN
313,18,1-2022,10.0,2022-04-11,PRIMER PARCIAL(20),10.0,206612.0,Actividad Práctica Integradora 1 [API1],2022-03-20,2022-04-11,2022-03-21,2022-04-11,100.0,Trabajo Práctico 1 [TP1],7f423044-391d-406d-8f56-db9e0eb4f3e1,80.0,online_quiz,2022-04-11,2022-04-11,96208acf-cdc9-43eb-a56e-b06b2d7e8c2c,2b274b15-83bb-4629-941e-fdc573af4e0b,Intuitive non-volatile ability,335312HMJ
314,29,1-2022,9.0,2022-05-03,PRIMER PARCIAL(20),8.0,198226.0,Actividad Práctica Integradora 2 [API2],2022-02-24,2022-05-02,2022-03-21,2022-05-02,100.0,Trabajo Práctico 1 [TP1],51c9f9f4-dab3-41ee-aead-68f05d38d0e3,90.0,online_quiz,2022-05-02,2022-05-02,265760ef-f154-4718-a934-4bbe71417bdb,7752f262-458d-483f-a4c9-079dc22c7b9e,Pre-emptive encompassing frame,787645DVM
315,29,1-2022,9.0,2022-05-03,PRIMER PARCIAL(20),8.0,198226.0,Actividad Práctica Integradora 2 [API2],2022-02-24,2022-05-02,2022-03-21,2022-05-02,100.0,Trabajo Práctico 2 [TP2],bc9bbdce-f8dd-4d4b-89ef-092a8811af63,93.75,online_quiz,2022-05-03,2022-05-03,265760ef-f154-4718-a934-4bbe71417bdb,7752f262-458d-483f-a4c9-079dc22c7b9e,Pre-emptive encompassing frame,787645DVM
316,29,1-2022,9.0,2022-05-03,PRIMER PARCIAL(20),9.0,199514.0,Actividad Práctica Integradora 2 [API2],2022-02-24,2022-05-02,2022-03-21,2022-05-02,100.0,Trabajo Práctico 1 [TP1],c3c43df2-1e1c-4262-a9a1-8bb34c0a25c5,76.66666666666666,online_quiz,2022-05-03,2022-05-03,305f3843-3f84-4af1-b883-49ee5f23cfee,4eabf165-3564-4753-9020-ae5077497513,Compatible web-enabled pricing structure,012136UHB
317,29,1-2022,7.0,2022-05-02,PRIMER PARCIAL(20),6.0,199895.0,Actividad Práctica Integradora 2 [API2],2022-02-24,2022-05-02,2022-03-21,2022-05-02,100.0,Trabajo Práctico 1 [TP1],861f115b-4086-471a-a95a-dd337e779586,100.0,online_quiz,2022-05-02,2022-05-02,305f3843-3f84-4af1-b883-49ee5f23cfee,8e4fc595-5954-4276-b921-7426d87c4eef,Organic web-enabled intranet,012136UHB
318,29,1-2022,7.0,2022-05-02,PRIMER PARCIAL(20),6.0,199895.0,Actividad Práctica Integradora 2 [API2],2022-02-24,2022-05-02,2022-03-21,2022-05-02,100.0,Trabajo Práctico 2 [TP2],1b177fd4-6c48-413f-b1f1-5e7060c8d89d,93.75,online_quiz,2022-05-02,2022-05-02,305f3843-3f84-4af1-b883-49ee5f23cfee,8e4fc595-5954-4276-b921-7426d87c4eef,Organic web-enabled intranet,012136UHB
319,20,1-2022,8.0,2022-04-12,PRIMER PARCIAL(20),8.0,205390.0,Trabajo Práctico 1 [TP1],2022-03-16,2022-04-12,2022-03-21,2022-04-12,100.0,Trabajo Práctico 1 [TP1],2b7db8f0-1fc8-48f7-b3bf-b2efa4316da8,70.0,online_upload,2022-04-11,2022-04-12,f3070a80-bf82-45fc-8c14-e21c9ed7470a,bf8d7a98-903d-4dea-b4d2-275394aa0a06,Customer-focused local moratorium,106488CRN
320,27,1-2022,8.0,2022-04-12,PRIMER PARCIAL(20),8.0,201135.0,Actividad Práctica Integradora 1 [API1],2022-02-25,2022-04-11,2022-03-21,2022-04-11,100.0,Trabajo Práctico 2 [TP2],bc0213b4-e898-4d21-8c81-5c6f460ead42,95.0,online_quiz,2022-04-10,2022-04-10,b9b476a0-6cd1-4832-942f-6e130eb8f4d2,876d68ca-2241-4d0d-b0f1-800d03d17197,Public-key explicit productivity,177906ARC
321,27,1-2022,8.0,2022-04-11,PRIMER PARCIAL(20),7.0,196967.0,Actividad Práctica Integradora 1 [API1],2022-02-24,2022-04-11,2022-03-21,2022-04-11,100.0,Trabajo Práctico 1 [TP1],38013830-692b-4da6-88b5-c47e8d99c06e,70.0,online_quiz,2022-04-10,2022-04-10,824f65c1-455d-4101-bc68-da7eecb21f1b,d937ff29-73f8-48b9-b2ff-94af78cfdc94,Up-sized client-driven info-mediaries,196383SWJ
322,27,1-2022,8.0,2022-04-11,PRIMER PARCIAL(20),7.0,196967.0,Actividad Práctica Integradora 1 [API1],2022-02-24,2022-04-11,2022-03-21,2022-04-11,100.0,Evaluación diagnóstica,07d9af30-b017-4917-907d-daea1d46d1f2,75.0,online_quiz,2022-04-10,2022-04-10,824f65c1-455d-4101-bc68-da7eecb21f1b,d937ff29-73f8-48b9-b2ff-94af78cfdc94,Up-sized client-driven info-mediaries,196383SWJ
323,27,1-2022,8.0,2022-04-11,PRIMER PARCIAL(20),7.0,196967.0,Actividad Práctica Integradora 1 [API1],2022-02-24,2022-04-11,2022-03-21,2022-04-11,100.0,Trabajo Práctico 2 [TP2],c8501aa6-dad4-41f3-8228-8ac0835dcbb4,85.0,online_quiz,2022-04-10,2022-04-10,824f65c1-455d-4101-bc68-da7eecb21f1b,d937ff29-73f8-48b9-b2ff-94af78cfdc94,Up-sized client-driven info-mediaries,196383SWJ
324,27,1-2022,8.0,2022-04-11,PRIMER PARCIAL(20),7.0,196967.0,Actividad Práctica Integradora 1 [API1],2022-02-24,2022-04-11,2022-03-21,2022-04-11,100.0,Actividad Práctica Integradora 2 [API2],07d325b6-2f90-4024-a577-8cd47093a332,100.0,external_tool,2022-04-10,2022-04-10,824f65c1-455d-4101-bc68-da7eecb21f1b,d937ff29-73f8-48b9-b2ff-94af78cfdc94,Up-sized client-driven info-mediaries,196383SWJ
325,27,1-2022,8.0,2022-04-11,PRIMER PARCIAL(20),7.0,196967.0,Actividad Práctica Integradora 1 [API1],2022-02-24,2022-04-11,2022-03-21,2022-04-11,100.0,Actividad Práctica Integradora 1 [API1],b80c4d92-c156-4f8d-8ea4-68acee185f87,100.0,external_tool,2022-04-10,2022-04-10,824f65c1-455d-4101-bc68-da7eecb21f1b,d937ff29-73f8-48b9-b2ff-94af78cfdc94,Up-sized client-driven info-mediaries,196383SWJ
326,30,1-2022,9.0,2022-06-06,PRIMER PARCIAL(20),8.0,209063.0,Actividad Práctica Integradora 1 [API1],2022-04-19,2022-06-06,2022-05-23,2022-06-06,100.0,Trabajo Práctico 2 [TP2],9aa9005b-5769-4f6f-b18b-179f757d0a5b,86.66666666666667,online_quiz,2022-06-05,2022-06-05,e536d715-fb7a-4e0b-8ac8-bb48a4e39c49,a8c25bca-c5e5-4225-b51e-f61468d20386,Enhanced non-volatile analyzer,210665AGT
327,27,1-2022,8.0,2022-04-11,PRIMER PARCIAL(20),4.0,196981.0,Actividad Práctica Integradora 1 [API1],2022-02-24,2022-04-11,2022-03-21,2022-04-11,100.0,Actividad Práctica Integradora 2 [API2],876ad10a-c1c6-4ff9-87a5-1f54e71906d1,75.0,external_tool,2022-04-10,2022-04-10,2ba4c602-3da0-41b6-955a-9ec3b09a95b7,29369d9b-c221-47f7-81b0-057dabffea22,Re-contextualized user-facing hardware,928354TFY
328,31,1-2022,5.0,2022-04-18,PRIMER PARCIAL(20),5.0,196990.0,Actividad Práctica Integradora 2 [API2],2022-02-24,2022-04-18,2022-03-21,2022-04-18,100.0,Actividad Práctica Integradora 2 [API2],003233d6-2013-4671-9e06-a71f00691be4,100.0,external_tool,2022-04-16,2022-04-16,1e35fae4-a662-44c9-b15b-f723a022b11c,29369d9b-c221-47f7-81b0-057dabffea22,Re-contextualized user-facing hardware,399159BSQ
329,29,1-2022,9.0,2022-06-06,PRIMER PARCIAL(20),8.0,211067.0,Actividad Práctica Integradora 1 [API1],2022-04-20,2022-06-06,2022-05-23,2022-06-06,100.0,Trabajo Práctico 1 [TP1],278a006a-4d0d-4135-abc8-b977af3eb7fc,80.0,online_quiz,2022-06-05,2022-06-05,59aff6cc-d691-471d-8246-698708012769,ffc2bd76-7a14-4eeb-b49d-58204d3b38a6,Programmable mobile leverage,251546WGF
330,29,1-2022,9.0,2022-06-06,PRIMER PARCIAL(20),8.0,211067.0,Actividad Práctica Integradora 1 [API1],2022-04-20,2022-06-06,2022-05-23,2022-06-06,100.0,Trabajo Práctico 2 [TP2],f1870e7b-6f3f-4b7f-8a44-ebcb5923fc3a,90.0,online_quiz,2022-06-05,2022-06-05,59aff6cc-d691-471d-8246-698708012769,ffc2bd76-7a14-4eeb-b49d-58204d3b38a6,Programmable mobile leverage,251546WGF
331,41,1-2022,6.0,2022-06-07,SEGUNDO PARCIAL(20),6.0,195958.0,Trabajo Práctico 3 [TP3],2022-02-24,2022-06-07,2022-03-21,2022-06-07,100.0,Trabajo Práctico 3 [TP3],56e343ea-ea9a-48f8-8d74-7b971f26fcf6,95.0,online_upload,2022-06-06,2022-06-09,5b3ed6d1-fdc8-470f-8476-598bfffbf564,d4f66093-6736-4d3a-b179-47a7fb772336,Balanced bifurcated help-desk,968285BHA
332,19,1-2022,9.0,2022-04-11,PRIMER PARCIAL(20),9.0,205838.0,Actividad Práctica Integradora 1 [API1],2022-03-16,2022-04-11,2022-03-21,2022-04-11,100.0,Trabajo Práctico 1 [TP1],0cd353d6-55f0-4f79-a077-0566a8909f84,85.0,online_upload,2022-04-11,2022-04-14,1af1b877-02ad-47b8-b1af-0bdc9eee9b4c,315d9355-3583-4e8a-8a25-6677140a11d7,Customer-focused multi-state open architecture,447123KAJ
333,40,1-2022,9.0,2022-05-10,SEGUNDO PARCIAL(20),8.0,206614.0,Actividad Práctica Integradora 3 [API3],2022-03-20,2022-05-09,2022-03-21,2022-05-09,100.0,Actividad Práctica Integradora 4 [API4],9a13ae7f-2f5d-4415-a2be-e1005c2a81dc,100.0,external_tool,2022-05-08,2022-05-08,db4d2eef-6c33-4802-8681-4756cff5dce2,2b274b15-83bb-4629-941e-fdc573af4e0b,Intuitive non-volatile ability,282486QDD
334,40,1-2022,9.0,2022-05-10,SEGUNDO PARCIAL(20),8.0,206614.0,Actividad Práctica Integradora 3 [API3],2022-03-20,2022-05-09,2022-03-21,2022-05-09,100.0,Trabajo Práctico 4 [TP4],2e568bc7-f48e-40e2-8fc3-dbac72c2d2b3,92.5,online_quiz,2022-05-09,2022-05-09,db4d2eef-6c33-4802-8681-4756cff5dce2,2b274b15-83bb-4629-941e-fdc573af4e0b,Intuitive non-volatile ability,282486QDD
335,40,1-2022,9.0,2022-05-10,SEGUNDO PARCIAL(20),8.0,206614.0,Actividad Práctica Integradora 3 [API3],2022-03-20,2022-05-09,2022-03-21,2022-05-09,100.0,Trabajo Práctico 3 [TP3],7db8494d-fb4d-4b12-a107-288865eaecc6,80.0,online_quiz,2022-05-09,2022-05-09,db4d2eef-6c33-4802-8681-4756cff5dce2,2b274b15-83bb-4629-941e-fdc573af4e0b,Intuitive non-volatile ability,282486QDD
336,27,1-2022,8.0,2022-04-12,PRIMER PARCIAL(20),8.0,202392.0,Actividad Práctica Integradora 1 [API1],2022-02-25,2022-04-11,2022-03-21,2022-04-11,100.0,Trabajo Práctico 2 [TP2],2c949ad6-21c4-414f-8257-5a9ea8ade74d,73.41666666666666,online_quiz,2022-04-10,2022-04-10,ca3e0d24-4417-431d-afae-3ad3f33f3526,ed140cf4-1e53-47d1-bfbb-0f4ffec3669f,Fundamental non-volatile task-force,280711MEY
337,29,1-2022,9.0,2022-06-06,PRIMER PARCIAL(20),8.0,210988.0,Actividad Práctica Integradora 1 [API1],2022-04-20,2022-06-06,2022-05-23,2022-06-06,100.0,Actividad Práctica Integradora 1 [API1],d7cdd7be-5ed2-485f-b0d4-d479711f00fe,100.0,external_tool,2022-06-04,2022-06-04,d5dab5e5-6094-4311-bbda-2b756439d380,3fab895d-e5a0-460b-be1c-eb8b4526fc6e,Quality-focused systemic software,160603QOP
338,49,1-2022,4.0,2022-05-17,RECUPERATORIO PRIMER PARCIAL(20),7.0,196518.0,Actividad Práctica Integradora 4 [API4],2022-02-24,2022-05-16,2022-03-21,2022-05-16,100.0,Trabajo Práctico 4 [TP4],60dd8f7f-e401-41d7-90b9-04922a6c59a9,30.0,online_quiz,2022-05-16,2022-05-16,16e7d3e1-4727-40f7-8f8a-85f1d76022e8,34c46d22-8a18-4075-b677-c89d723636e1,Synergized interactive leverage,336241JVB
339,52,1-2022,8.0,2022-07-04,SEGUNDO PARCIAL(20),7.0,195333.0,Trabajo Práctico 4 [TP4],2022-02-24,2022-07-05,2022-03-21,2022-07-05,100.0,Trabajo Práctico 4 [TP4],ae7d8320-39b5-40e3-b194-98a653088b9f,70.0,online_upload,2022-07-03,2022-07-05,854a7c58-cec6-47ce-970b-afa932f589c0,af630619-d048-463a-a62c-5764f36ae1d3,Future-proofed zero tolerance ability,804926YXG
340,52,1-2022,7.0,2022-07-05,SEGUNDO PARCIAL(20),8.0,195333.0,Trabajo Práctico 4 [TP4],2022-02-24,2022-07-05,2022-03-21,2022-07-05,100.0,Trabajo Práctico 4 [TP4],5ecf4e68-e06b-4c59-b5fe-21fccb84126a,35.0,online_upload,2022-07-03,2022-07-11,69b01f21-5880-4680-b852-9bdd9ce5b6c1,af630619-d048-463a-a62c-5764f36ae1d3,Future-proofed zero tolerance ability,932957RDB
341,30,1-2022,4.0,2022-05-02,PRIMER PARCIAL(20),5.0,194524.0,Actividad Práctica Integradora 2 [API2],2022-02-16,2022-05-02,2022-03-21,2022-05-02,100.0,Actividad Práctica Integradora 2 [API2],5e4feea7-423b-48e3-b615-f1dc965d2846,60.0,basic_lti_launch,2022-05-02,2022-05-02,7c03e403-9805-4803-b9ea-069d83c4767b,cb84e191-378f-43eb-a647-eb72eb5c7574,Horizontal multi-tasking productivity,412892JKG
342,39,1-2022,9.0,2022-06-21,PRIMER PARCIAL(20),8.0,208502.0,Actividad Práctica Integradora 2 [API2],2022-04-19,2022-06-20,2022-05-23,2022-06-20,100.0,Trabajo Práctico 2 [TP2],4e9a8b9b-4b9a-478c-9e0f-f495d08fba1e,80.0,online_quiz,2022-06-20,2022-06-20,567a07cb-5e0b-41a4-93b5-37d693fd4e37,1aa41979-e46a-419f-a0ec-9acdfa599280,Compatible methodical conglomeration,400670QRE
343,40,1-2022,7.0,2022-05-03,SEGUNDO PARCIAL(20),7.0,202487.0,Actividad práctica integradora [API3],2022-02-25,2022-05-02,2022-03-21,2022-05-02,100.0,Trabajo práctico 3 [TP3],235aa046-0d0e-4cee-9463-eb719f5ca6be,85.0,online_quiz,2022-05-02,2022-05-02,efb28aa9-89bd-4fa8-853f-e695f05b57a9,d7afc74e-5b4a-496a-b91f-b741e81f3599,Cross-platform zero-defect toolset,734833CSJ
344,40,1-2022,7.0,2022-05-03,SEGUNDO PARCIAL(20),7.0,202487.0,Actividad práctica integradora [API3],2022-02-25,2022-05-02,2022-03-21,2022-05-02,100.0,Trabajo práctico 4 [TP4],cfb07660-b8b5-4154-8770-4fca3cfe19ff,100.0,online_quiz,2022-05-02,2022-05-02,efb28aa9-89bd-4fa8-853f-e695f05b57a9,d7afc74e-5b4a-496a-b91f-b741e81f3599,Cross-platform zero-defect toolset,734833CSJ
345,18,1-2022,8.0,2022-04-11,PRIMER PARCIAL(20),9.0,195925.0,Actividad Práctica Integradora 1 [API1],2022-02-24,2022-04-11,2022-03-21,2022-04-11,100.0,Actividad Práctica Integradora 2 [API2],7be1f56c-519f-46cd-be9e-bd94c6b2149c,100.0,external_tool,2022-04-10,2022-04-10,64ef90c6-dcd5-4428-9043-3ea93eda723e,6add6ede-fc78-47b8-a880-3b623f58cf63,Automated maximized model,242758UAX
346,27,1-2022,7.0,2022-04-11,PRIMER PARCIAL(20),4.0,196442.0,Actividad Práctica Integradora 1 [API1],2022-02-24,2022-04-11,2022-03-21,2022-04-11,100.0,Trabajo Práctico 2 [TP2],b3d2d613-00b4-48a5-876b-d6878054c3a8,86.66666666666667,online_quiz,2022-04-11,2022-04-11,ef780019-5203-451d-b0c6-4b81cf51b0ad,a392a933-47d6-430b-9ab0-0702ff9ea7bd,Robust clear-thinking groupware,288391ODF
347,27,1-2022,7.0,2022-04-11,PRIMER PARCIAL(20),4.0,196442.0,Actividad Práctica Integradora 1 [API1],2022-02-24,2022-04-11,2022-03-21,2022-04-11,100.0,Trabajo Práctico 1 [TP1],e582bc2a-143f-4f5f-8108-9e93577a7025,100.0,online_quiz,2022-04-11,2022-04-11,ef780019-5203-451d-b0c6-4b81cf51b0ad,a392a933-47d6-430b-9ab0-0702ff9ea7bd,Robust clear-thinking groupware,288391ODF
348,27,1-2022,7.0,2022-04-11,PRIMER PARCIAL(20),9.0,200365.0,Actividad Práctica Integradora 1 [API1],2022-02-24,2022-04-11,2022-03-21,2022-04-11,100.0,Trabajo Práctico 1 [TP1],23c6a97d-eb60-4889-a64b-c2d46f442ea1,70.83333333333333,online_quiz,2022-04-10,2022-04-10,2e620454-01c9-4c82-a637-f6acdb6d57e6,41fc218f-a64e-4633-9efd-62ad28943f04,Distributed content-based moratorium,625103JSZ
349,29,1-2022,8.0,2022-06-06,PRIMER PARCIAL(20),8.0,209775.0,Actividad Práctica Integradora 1 [API1],2022-04-20,2022-06-06,2022-05-23,2022-06-06,100.0,Actividad Práctica Integradora 1 [API1],6f440639-3cc8-4786-998c-add1ad1eb035,100.0,external_tool,2022-06-05,2022-06-05,0820787b-45d1-497e-adbb-5da316c1edab,d5ac2ea4-aa24-4963-b3e1-bed18df4149d,Quality-focused reciprocal synergy,271646QGU
350,29,1-2022,8.0,2022-05-03,PRIMER PARCIAL(20),8.0,199945.0,Actividad Práctica Integradora 2 [API2],2022-02-24,2022-05-02,2022-03-21,2022-05-02,100.0,Trabajo Práctico 1 [TP1],e94eebea-7d89-4944-9ccc-50382ec60ca7,81.66666666666667,online_quiz,2022-05-02,2022-05-02,f1644889-43da-4f20-81ee-fc5ded90ec26,557d9ce6-6c3f-44f7-8b4e-36fd8ee95baa,Re-contextualized foreground budgetary management,506399FUU
351,29,1-2022,8.0,2022-05-03,PRIMER PARCIAL(20),8.0,199945.0,Actividad Práctica Integradora 2 [API2],2022-02-24,2022-05-02,2022-03-21,2022-05-02,100.0,Trabajo Práctico 2 [TP2],4afe6b37-811c-4ea9-be28-615ff045c149,86.66666666666667,online_quiz,2022-05-03,2022-05-03,f1644889-43da-4f20-81ee-fc5ded90ec26,557d9ce6-6c3f-44f7-8b4e-36fd8ee95baa,Re-contextualized foreground budgetary management,506399FUU
352,29,1-2022,8.0,2022-05-03,PRIMER PARCIAL(20),8.0,199945.0,Actividad Práctica Integradora 2 [API2],2022-02-24,2022-05-02,2022-03-21,2022-05-02,100.0,Trabajo Práctico 2 [TP2],4e067ce8-e0a4-4af5-92a1-21d5a77f3ba7,81.66666666666667,online_quiz,2022-05-03,2022-05-03,caaadb7e-fe51-43d6-a2f7-0a221a344bd3,557d9ce6-6c3f-44f7-8b4e-36fd8ee95baa,Re-contextualized foreground budgetary management,229338YEK
353,29,1-2022,8.0,2022-05-03,PRIMER PARCIAL(20),8.0,199945.0,Actividad Práctica Integradora 2 [API2],2022-02-24,2022-05-02,2022-03-21,2022-05-02,100.0,Trabajo Práctico 1 [TP1],d682ccc1-aeec-419c-8fc8-f5c1b5d7f568,85.0,online_quiz,2022-05-03,2022-05-03,caaadb7e-fe51-43d6-a2f7-0a221a344bd3,557d9ce6-6c3f-44f7-8b4e-36fd8ee95baa,Re-contextualized foreground budgetary management,229338YEK
354,45,1-2022,8.0,2022-05-16,SEGUNDO PARCIAL(20),5.0,206615.0,Actividad Práctica Integradora 4 [API4],2022-03-20,2022-05-16,2022-03-21,2022-05-16,100.0,Trabajo Práctico 2 [TP2],7d2116ee-165e-45d2-b043-a13f43fedbb5,76.66666666666667,online_quiz,2022-05-15,2022-05-15,3cdfeafe-c026-4f3c-b3b1-9ba89aa63e82,2b274b15-83bb-4629-941e-fdc573af4e0b,Intuitive non-volatile ability,934333NEF
355,45,1-2022,8.0,2022-05-16,SEGUNDO PARCIAL(20),5.0,206615.0,Actividad Práctica Integradora 4 [API4],2022-03-20,2022-05-16,2022-03-21,2022-05-16,100.0,Trabajo Práctico 1 [TP1],5c50e698-0158-44c1-90d1-e45bebe75baf,71.66666666666667,online_quiz,2022-05-15,2022-05-15,3cdfeafe-c026-4f3c-b3b1-9ba89aa63e82,2b274b15-83bb-4629-941e-fdc573af4e0b,Intuitive non-volatile ability,934333NEF
356,18,1-2022,8.0,2022-04-11,PRIMER PARCIAL(20),7.0,206612.0,Actividad Práctica Integradora 1 [API1],2022-03-20,2022-04-11,2022-03-21,2022-04-11,100.0,Trabajo Práctico 2 [TP2],e2a98a4f-fc66-40e4-b37a-d26f4cb631c9,85.0,online_quiz,2022-04-11,2022-04-11,25e8316c-7ce3-44e9-af27-06be435041f4,2b274b15-83bb-4629-941e-fdc573af4e0b,Intuitive non-volatile ability,938762EPS
357,18,1-2022,8.0,2022-04-11,PRIMER PARCIAL(20),7.0,206612.0,Actividad Práctica Integradora 1 [API1],2022-03-20,2022-04-11,2022-03-21,2022-04-11,100.0,Trabajo Práctico 1 [TP1],96af9f21-1fcc-40d3-b6c0-86b8aeae7e43,90.0,online_quiz,2022-04-11,2022-04-11,25e8316c-7ce3-44e9-af27-06be435041f4,2b274b15-83bb-4629-941e-fdc573af4e0b,Intuitive non-volatile ability,938762EPS
358,18,1-2022,8.0,2022-04-11,PRIMER PARCIAL(20),7.0,206612.0,Actividad Práctica Integradora 1 [API1],2022-03-20,2022-04-11,2022-03-21,2022-04-11,100.0,Actividad Práctica Integradora 2 [API2],9b08805e-3c3b-49c9-b240-ccff81752776,100.0,external_tool,2022-04-11,2022-04-11,25e8316c-7ce3-44e9-af27-06be435041f4,2b274b15-83bb-4629-941e-fdc573af4e0b,Intuitive non-volatile ability,938762EPS
359,49,1-2022,7.0,2022-05-17,INTEGRADOR(30),7.0,196456.0,Actividad Práctica Integradora 4 [API4],2022-02-24,2022-05-16,2022-03-21,2022-05-16,100.0,Trabajo Práctico 4 [TP4],ee009a4c-22cc-4bdc-ba06-af6218195b69,90.0,online_quiz,2022-05-17,2022-05-17,2b2ca948-60d6-4feb-8586-c5777553eea6,a392a933-47d6-430b-9ab0-0702ff9ea7bd,Robust clear-thinking groupware,086660OIF
360,49,1-2022,7.0,2022-05-17,INTEGRADOR(30),7.0,196456.0,Actividad Práctica Integradora 4 [API4],2022-02-24,2022-05-16,2022-03-21,2022-05-16,100.0,Trabajo Práctico 2 [TP2],10bf076d-1269-42fc-adbc-56d27e3930bc,88.33333333333333,online_quiz,2022-05-17,2022-05-17,2b2ca948-60d6-4feb-8586-c5777553eea6,a392a933-47d6-430b-9ab0-0702ff9ea7bd,Robust clear-thinking groupware,086660OIF
361,49,1-2022,7.0,2022-05-17,INTEGRADOR(30),7.0,196456.0,Actividad Práctica Integradora 4 [API4],2022-02-24,2022-05-16,2022-03-21,2022-05-16,100.0,Trabajo Práctico 1 [TP1],8012c663-ce13-4275-945f-f612bd1078d7,96.66666666666669,online_quiz,2022-05-17,2022-05-17,2b2ca948-60d6-4feb-8586-c5777553eea6,a392a933-47d6-430b-9ab0-0702ff9ea7bd,Robust clear-thinking groupware,086660OIF
362,49,1-2022,7.0,2022-05-17,INTEGRADOR(30),7.0,196456.0,Actividad Práctica Integradora 4 [API4],2022-02-24,2022-05-16,2022-03-21,2022-05-16,100.0,Trabajo Práctico 3 [TP3],d002bc36-d689-435a-83e1-9b9ead4fb558,90.0,online_quiz,2022-05-16,2022-05-16,2b2ca948-60d6-4feb-8586-c5777553eea6,a392a933-47d6-430b-9ab0-0702ff9ea7bd,Robust clear-thinking groupware,086660OIF
363,40,1-2022,7.0,2022-05-02,SEGUNDO PARCIAL(20),7.0,202302.0,Actividad Práctica Integradora 3 [API3],2022-02-25,2022-05-02,2022-03-21,2022-05-02,100.0,Trabajo Práctico 4 [TP4],c3dac8ac-d893-4126-9f8d-2284760a3c2a,52.5,online_quiz,2022-05-02,2022-05-02,a4128de6-4318-4ec5-bd9d-d6603a13a89b,e09de115-3b34-49f8-b4f3-48a414a8442a,Ameliorated didactic customer loyalty,643287XJI
364,40,1-2022,7.0,2022-05-09,SEGUNDO PARCIAL(20),6.0,206614.0,Actividad Práctica Integradora 3 [API3],2022-03-20,2022-05-09,2022-03-21,2022-05-09,100.0,Trabajo Práctico 4 [TP4],6a44c5e0-1f88-4249-b5b7-3848cb17f61c,86.66666666666667,online_quiz,2022-05-09,2022-05-09,89bd8e5a-a64f-44a2-a753-a3724a817dba,2b274b15-83bb-4629-941e-fdc573af4e0b,Intuitive non-volatile ability,767596VGS
365,52,1-2022,5.0,2022-07-05,SEGUNDO PARCIAL(20),4.0,195333.0,Trabajo Práctico 4 [TP4],2022-02-24,2022-07-05,2022-03-21,2022-07-05,100.0,Trabajo Práctico 4 [TP4],0420b56a-cd37-4351-b740-6453691ee3dd,65.0,online_upload,2022-07-05,2022-07-08,ecb7b69d-6415-4b19-928d-9ea68695e2ac,af630619-d048-463a-a62c-5764f36ae1d3,Future-proofed zero tolerance ability,491727INL
366,27,1-2022,7.0,2022-04-11,PRIMER PARCIAL(20),8.0,203291.0,Actividad Práctica Integradora 1 [API1],2022-02-25,2022-04-11,2022-03-21,2022-04-11,100.0,Actividad Práctica Integradora 1 [API1],8586e698-3e56-45d4-8c92-59ddd03db149,88.9,external_tool,2022-04-10,2022-04-10,0ea1f890-0c56-4b19-a147-667a4802bd87,9a664aee-8e33-4156-93c5-67b196b82752,Enhanced solution-oriented collaboration,085312EUL
367,27,1-2022,8.0,2022-04-11,PRIMER PARCIAL(20),7.0,196527.0,Actividad Práctica Integradora 1 [API1],2022-02-24,2022-04-11,2022-03-21,2022-04-11,100.0,Actividad Práctica Integradora 1 [API1],12821c7f-e5a2-4e9d-b830-b2882b881c07,92.3,external_tool,2022-04-10,2022-04-10,e43223c6-057b-4374-8cfa-07b2d4ccb50c,41e74de3-7787-43cb-890e-082181a265b7,Persistent user-facing superstructure,504353BWN
